Time,Susceptible,Infected,Recovered,Dead
2952,12,0,184,111
2953,12,0,184,111
2954,12,0,184,111
2955,12,0,184,111
2956,12,0,184,111
2957,12,0,184,111
2958,12,0,184,111
2959,12,0,184,111
2960,12,0,184,111
2961,12,0,184,111
2962,12,0,184,111
2963,12,0,184,111
2964,12,0,184,111
2965,12,0,184,111
2966,12,0,184,111
2967,12,0,184,111
2968,12,0,184,111
2969,12,0,184,111
2970,12,0,184,111
2971,12,0,184,111
2972,12,0,184,111
2973,12,0,184,111
2974,12,0,184,111
2975,12,0,184,111
2976,12,0,184,111
2977,12,0,184,111
2978,12,0,184,111
2979,12,0,184,111
2980,12,0,184,111
2981,12,0,184,111
2982,12,0,184,111
2983,12,0,184,111
2984,12,0,184,111
2985,12,0,184,111
2986,12,0,184,111
2987,12,0,184,111
2988,12,0,184,111
2989,12,0,184,111
2990,12,0,184,111
2991,12,0,184,111
2992,12,0,184,111
2993,12,0,184,111
2994,12,0,184,111
2995,12,0,184,111
2996,12,0,184,111
2997,12,0,184,111
2998,12,0,184,111
2999,12,0,184,111
3000,12,0,184,111
3001,12,0,184,111
3002,12,0,184,111
3003,12,0,184,111
3004,12,0,184,111
3005,12,0,184,111
3006,12,0,184,111
3007,12,0,184,111
3008,12,0,184,111
3009,12,0,184,111
3010,12,0,184,111
3011,12,0,184,111
3012,12,0,184,111
3013,12,0,184,111
3014,12,0,184,111
3015,12,0,184,111
3016,12,0,184,111
3017,12,0,184,111
3018,12,0,184,111
3019,12,0,184,111
3020,12,0,184,111
3021,12,0,184,111
3022,12,0,184,111
3023,12,0,184,111
3024,12,0,184,111
3025,12,0,184,111
3026,12,0,184,111
3027,12,0,184,111
3028,12,0,184,111
3029,12,0,184,111
3030,12,0,184,111
3031,12,0,184,111
3032,12,0,184,111
3033,12,0,184,111
3034,12,0,184,111
3035,12,0,184,111
3036,12,0,184,111
3037,12,0,184,111
3038,12,0,184,111
3039,12,0,184,111
3040,12,0,184,111
3041,12,0,184,111
3042,12,0,184,111
3043,12,0,184,111
3044,12,0,184,111
3045,12,0,184,111
3046,12,0,184,111
3047,12,0,184,111
3048,12,0,184,111
3049,12,0,184,111
3050,12,0,184,111
3051,12,0,184,111
3052,12,0,184,111
3053,12,0,184,111
3054,12,0,184,111
3055,12,0,184,111
3056,12,0,184,111
3057,12,0,184,111
3058,12,0,184,111
3059,12,0,184,111
3060,12,0,184,111
3061,12,0,184,111
3062,12,0,184,111
3063,12,0,184,111
3064,12,0,184,111
3065,12,0,184,111
3066,12,0,184,111
3067,12,0,184,111
3068,12,0,184,111
3069,12,0,184,111
3070,12,0,184,111
3071,12,0,184,111
3072,12,0,184,111
3073,12,0,184,111
3074,12,0,184,111
3075,12,0,184,111
3076,12,0,184,111
3077,12,0,184,111
3078,12,0,184,111
3079,12,0,184,111
3080,12,0,184,111
3081,12,0,184,111
3082,12,0,184,111
3083,12,0,184,111
3084,12,0,184,111
3085,12,0,184,111
3086,12,0,184,111
3087,12,0,184,111
3088,12,0,184,111
3089,12,0,184,111
3090,12,0,184,111
3091,12,0,184,111
3092,12,0,184,111
3093,12,0,184,111
3094,12,0,184,111
3095,12,0,184,111
3096,12,0,184,111
3097,12,0,184,111
3098,12,0,184,111
3099,12,0,184,111
3100,12,0,184,111
3101,12,0,184,111
3102,12,0,184,111
3103,12,0,184,111
3104,12,0,184,111
3105,12,0,184,111
3106,12,0,184,111
3107,12,0,184,111
3108,12,0,184,111
3109,12,0,184,111
3110,12,0,184,111
3111,12,0,184,111
3112,12,0,184,111
3113,12,0,184,111
3114,12,0,184,111
3115,12,0,184,111
3116,12,0,184,111
3117,12,0,184,111
3118,12,0,184,111
3119,12,0,184,111
3120,12,0,184,111
3121,12,0,184,111
3122,12,0,184,111
3123,12,0,184,111
3124,12,0,184,111
3125,12,0,184,111
3126,12,0,184,111
3127,12,0,184,111
3128,12,0,184,111
3129,12,0,184,111
3130,12,0,184,111
3131,12,0,184,111
3132,12,0,184,111
3133,12,0,184,111
3134,12,0,184,111
3135,12,0,184,111
3136,12,0,184,111
3137,12,0,184,111
3138,12,0,184,111
3139,12,0,184,111
3140,12,0,184,111
3141,12,0,184,111
3142,12,0,184,111
3143,12,0,184,111
3144,12,0,184,111
3145,12,0,184,111
3146,12,0,184,111
3147,12,0,184,111
3148,12,0,184,111
3149,12,0,184,111
3150,12,0,184,111
3151,12,0,184,111
3152,12,0,184,111
3153,12,0,184,111
3154,12,0,184,111
3155,12,0,184,111
3156,12,0,184,111
3157,12,0,184,111
3158,12,0,184,111
3159,12,0,184,111
3160,12,0,184,111
3161,12,0,184,111
3162,12,0,184,111
3163,12,0,184,111
3164,12,0,184,111
3165,12,0,184,111
3166,12,0,184,111
3167,12,0,184,111
3168,12,0,184,111
3169,12,0,184,111
3170,12,0,184,111
3171,12,0,184,111
3172,12,0,184,111
3173,12,0,184,111
3174,12,0,184,111
3175,12,0,184,111
3176,12,0,184,111
3177,12,0,184,111
3178,12,0,184,111
3179,12,0,184,111
3180,12,0,184,111
3181,12,0,184,111
3182,12,0,184,111
3183,12,0,184,111
3184,12,0,184,111
3185,12,0,184,111
3186,12,0,184,111
3187,12,0,184,111
3188,12,0,184,111
3189,12,0,184,111
3190,12,0,184,111
3191,12,0,184,111
3192,12,0,184,111
3193,12,0,184,111
3194,12,0,184,111
3195,12,0,184,111
3196,12,0,184,111
3197,12,0,184,111
3198,12,0,184,111
3199,12,0,184,111
3200,12,0,184,111
3201,12,0,184,111
3202,12,0,184,111
3203,12,0,184,111
3204,12,0,184,111
3205,12,0,184,111
3206,12,0,184,111
3207,12,0,184,111
3208,12,0,184,111
3209,12,0,184,111
3210,12,0,184,111
3211,12,0,184,111
3212,12,0,184,111
3213,12,0,184,111
3214,12,0,184,111
3215,12,0,184,111
3216,12,0,184,111
3217,12,0,184,111
3218,12,0,184,111
3219,12,0,184,111
3220,12,0,184,111
3221,12,0,184,111
3222,12,0,184,111
3223,12,0,184,111
3224,12,0,184,111
3225,12,0,184,111
3226,12,0,184,111
3227,12,0,184,111
3228,12,0,184,111
3229,12,0,184,111
3230,12,0,184,111
3231,12,0,184,111
3232,12,0,184,111
3233,12,0,184,111
3234,12,0,184,111
3235,12,0,184,111
3236,12,0,184,111
3237,12,0,184,111
3238,12,0,184,111
3239,12,0,184,111
3240,12,0,184,111
3241,12,0,184,111
3242,12,0,184,111
3243,12,0,184,111
3244,12,0,184,111
3245,12,0,184,111
3246,12,0,184,111
3247,12,0,184,111
3248,12,0,184,111
3249,12,0,184,111
3250,12,0,184,111
3251,12,0,184,111
3252,12,0,184,111
3253,12,0,184,111
3254,12,0,184,111
3255,12,0,184,111
3256,12,0,184,111
3257,12,0,184,111
3258,12,0,184,111
3259,12,0,184,111
3260,12,0,184,111
3261,12,0,184,111
3262,12,0,184,111
3263,12,0,184,111
3264,12,0,184,111
3265,12,0,184,111
3266,12,0,184,111
3267,12,0,184,111
3268,12,0,184,111
3269,12,0,184,111
3270,12,0,184,111
3271,12,0,184,111
3272,12,0,184,111
3273,12,0,184,111
3274,12,0,184,111
3275,12,0,184,111
3276,12,0,184,111
3277,12,0,184,111
3278,12,0,184,111
3279,12,0,184,111
3280,12,0,184,111
3281,12,0,184,111
3282,12,0,184,111
3283,12,0,184,111
3284,12,0,184,111
3285,12,0,184,111
3286,12,0,184,111
3287,12,0,184,111
3288,12,0,184,111
3289,12,0,184,111
3290,12,0,184,111
3291,12,0,184,111
3292,12,0,184,111
3293,12,0,184,111
3294,12,0,184,111
3295,12,0,184,111
3296,12,0,184,111
3297,12,0,184,111
3298,12,0,184,111
3299,12,0,184,111
3300,12,0,184,111
3301,12,0,184,111
3302,12,0,184,111
3303,12,0,184,111
3304,12,0,184,111
3305,12,0,184,111
3306,12,0,184,111
3307,12,0,184,111
3308,12,0,184,111
3309,12,0,184,111
3310,12,0,184,111
3311,12,0,184,111
3312,12,0,184,111
3313,12,0,184,111
3314,12,0,184,111
3315,12,0,184,111
3316,12,0,184,111
3317,12,0,184,111
3318,12,0,184,111
3319,12,0,184,111
3320,12,0,184,111
3321,12,0,184,111
3322,12,0,184,111
3323,12,0,184,111
3324,12,0,184,111
3325,12,0,184,111
3326,12,0,184,111
3327,12,0,184,111
3328,12,0,184,111
3329,12,0,184,111
3330,12,0,184,111
3331,12,0,184,111
3332,12,0,184,111
3333,12,0,184,111
3334,12,0,184,111
3335,12,0,184,111
3336,12,0,184,111
3337,12,0,184,111
3338,12,0,184,111
3339,12,0,184,111
3340,12,0,184,111
3341,12,0,184,111
3342,12,0,184,111
3343,12,0,184,111
3344,12,0,184,111
3345,12,0,184,111
3346,12,0,184,111
3347,12,0,184,111
3348,12,0,184,111
3349,12,0,184,111
3350,12,0,184,111
3351,12,0,184,111
3352,12,0,184,111
3353,12,0,184,111
3354,12,0,184,111
3355,12,0,184,111
3356,12,0,184,111
3357,12,0,184,111
3358,12,0,184,111
3359,12,0,184,111
3360,12,0,184,111
3361,12,0,184,111
3362,12,0,184,111
3363,12,0,184,111
3364,12,0,184,111
3365,12,0,184,111
3366,12,0,184,111
3367,12,0,184,111
3368,12,0,184,111
3369,12,0,184,111
3370,12,0,184,111
3371,12,0,184,111
3372,12,0,184,111
3373,12,0,184,111
3374,12,0,184,111
3375,12,0,184,111
3376,12,0,184,111
3377,12,0,184,111
3378,12,0,184,111
3379,12,0,184,111
3380,12,0,184,111
3381,12,0,184,111
3382,12,0,184,111
3383,12,0,184,111
3384,12,0,184,111
3385,12,0,184,111
3386,12,0,184,111
3387,12,0,184,111
3388,12,0,184,111
3389,12,0,184,111
3390,12,0,184,111
3391,12,0,184,111
3392,12,0,184,111
3393,12,0,184,111
3394,12,0,184,111
3395,12,0,184,111
3396,12,0,184,111
3397,12,0,184,111
3398,12,0,184,111
3399,12,0,184,111
3400,12,0,184,111
3401,12,0,184,111
3402,12,0,184,111
3403,12,0,184,111
3404,12,0,184,111
3405,12,0,184,111
3406,12,0,184,111
3407,12,0,184,111
3408,12,0,184,111
3409,12,0,184,111
3410,12,0,184,111
3411,12,0,184,111
3412,12,0,184,111
3413,12,0,184,111
3414,12,0,184,111
3415,12,0,184,111
3416,12,0,184,111
3417,12,0,184,111
3418,12,0,184,111
3419,12,0,184,111
3420,12,0,184,111
3421,12,0,184,111
3422,12,0,184,111
3423,12,0,184,111
3424,12,0,184,111
3425,12,0,184,111
3426,12,0,184,111
3427,12,0,184,111
3428,12,0,184,111
3429,12,0,184,111
3430,12,0,184,111
3431,12,0,184,111
3432,12,0,184,111
3433,12,0,184,111
3434,12,0,184,111
3435,12,0,184,111
3436,12,0,184,111
3437,12,0,184,111
3438,12,0,184,111
3439,12,0,184,111
3440,12,0,184,111
3441,12,0,184,111
3442,12,0,184,111
3443,12,0,184,111
3444,12,0,184,111
3445,12,0,184,111
3446,12,0,184,111
3447,12,0,184,111
3448,12,0,184,111
3449,12,0,184,111
3450,12,0,184,111
3451,12,0,184,111
3452,12,0,184,111
3453,12,0,184,111
3454,12,0,184,111
3455,12,0,184,111
3456,12,0,184,111
3457,12,0,184,111
3458,12,0,184,111
3459,12,0,184,111
3460,12,0,184,111
3461,12,0,184,111
3462,12,0,184,111
3463,12,0,184,111
3464,12,0,184,111
3465,12,0,184,111
3466,12,0,184,111
3467,12,0,184,111
3468,12,0,184,111
3469,12,0,184,111
3470,12,0,184,111
3471,12,0,184,111
3472,12,0,184,111
3473,12,0,184,111
3474,12,0,184,111
3475,12,0,184,111
3476,12,0,184,111
3477,12,0,184,111
3478,12,0,184,111
3479,12,0,184,111
3480,12,0,184,111
3481,12,0,184,111
3482,12,0,184,111
3483,12,0,184,111
3484,12,0,184,111
3485,12,0,184,111
3486,12,0,184,111
3487,12,0,184,111
3488,12,0,184,111
3489,12,0,184,111
3490,12,0,184,111
3491,12,0,184,111
3492,12,0,184,111
3493,12,0,184,111
3494,12,0,184,111
3495,12,0,184,111
3496,12,0,184,111
3497,12,0,184,111
3498,12,0,184,111
3499,12,0,184,111
3500,12,0,184,111
3501,12,0,184,111
3502,12,0,184,111
3503,12,0,184,111
3504,12,0,184,111
3505,12,0,184,111
3506,12,0,184,111
3507,12,0,184,111
3508,12,0,184,111
3509,12,0,184,111
3510,12,0,184,111
3511,12,0,184,111
3512,12,0,184,111
3513,12,0,184,111
3514,12,0,184,111
3515,12,0,184,111
3516,12,0,184,111
3517,12,0,184,111
3518,12,0,184,111
3519,12,0,184,111
3520,12,0,184,111
3521,12,0,184,111
3522,12,0,184,111
3523,12,0,184,111
3524,12,0,184,111
3525,12,0,184,111
3526,12,0,184,111
3527,12,0,184,111
3528,12,0,184,111
3529,12,0,184,111
3530,12,0,184,111
3531,12,0,184,111
